site	layer	kind	component	max_ci_alive_in	kl_full	kl_integer	integer_share_of_kl	top_token	p_before	p_after	top_tokens
group: ALL		group	476		0.002072	0.001738	0.839	'?\n'	0.07516	0.0744	'?\n' 0.0752->0.0744; ' ' 0.0415->0.0417; '____' 0.00488->0.00478; '?' 0.00996->0.0101; '?\n' 0.00811->0.00803
group: CONTROL (alive in both)		group	476		2.539	2.414	0.951	'?\n'	0.07516	0.01449	'?\n' 0.0752->0.0145; ' ' 0.0415->0.00692; '?' 0.00996->0.0168; ' -' 0.006->0.0013; '??' 0.0111->0.00646
group: layers 0-7		group	44		0.001273	0.001084	0.852	' '	0.04154	0.04192	' ' 0.0415->0.0419; '??' 0.0111->0.0112; '?' 0.00996->0.01; '?\n' 0.00811->0.00816; '????' 0.00654->0.00659
group: layers 8-15		group	41		0.000733	0.000649	0.885	'?\n'	0.07516	0.07538	'?\n' 0.0752->0.0754; ' ' 0.0415->0.0413; '____' 0.00488->0.00478; '?' 0.00996->0.00987; '?\n' 0.00811->0.00806
group: layers 16-23		group	61		0.0005579	0.0004761	0.853	' '	0.04154	0.04133	' ' 0.0415->0.0413; '?\n' 0.0752->0.0752; '??' 0.0111->0.0112; '???' 0.00613->0.00616; ' -' 0.006->0.00597
group: layers 24-31		group	330		0.0005275	0.0003621	0.687	'?\n'	0.07516	0.07401	'?\n' 0.0752->0.074; ' ' 0.0415->0.0419; '?\n' 0.00811->0.008; '??' 0.0111->0.011; ' -' 0.006->0.00608
layers.0.mlp.down_proj	0	mlp.down_proj	524	1	0.0006224	0.0005089	0.818	'?\n'	0.07516	0.07508	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0416; '____' 0.00488->0.00487; '?' 0.00996->0.00995; '??' 0.0111->0.0112
layers.1.mlp.gate_proj	1	mlp.gate_proj	28	0.3711	0.0005682	0.0004628	0.815	'?\n'	0.07516	0.07505	'?\n' 0.0752->0.0751; '____' 0.00488->0.00487; '?' 0.00996->0.00995; '??' 0.0111->0.0111; ' ' 0.0415->0.0415
layers.1.self_attn.o_proj	1	self_attn.o_proj	91	0.4023	0.0005724	0.000463	0.809	'?\n'	0.07516	0.075	'?\n' 0.0752->0.075; ' -' 0.006->0.00597; '?' 0.00996->0.00994; ' ' 0.0415->0.0415; '____' 0.00488->0.00487
layers.1.self_attn.o_proj	1	self_attn.o_proj	135	0.2012	0.0005613	0.0004555	0.812	' '	0.04154	0.04149	' ' 0.0415->0.0415; '?\n' 0.0752->0.0752; '____' 0.00488->0.00486; '??' 0.0111->0.0112; ' -' 0.006->0.00598
layers.1.self_attn.o_proj	1	self_attn.o_proj	371	0.0293	0.0005722	0.0004657	0.814	'?'	0.009965	0.00994	'?' 0.00996->0.00994; '?\n' 0.0752->0.0751; ' -' 0.006->0.00598; '____' 0.00488->0.00487; ' ' 0.0415->0.0415
layers.1.self_attn.o_proj	1	self_attn.o_proj	378	0.06836	0.0005697	0.0004647	0.816	'?\n'	0.07516	0.07524	'?\n' 0.0752->0.0752; ' ' 0.0415->0.0415; '____' 0.00488->0.00486; ' -' 0.006->0.00601; '????' 0.00654->0.00654
layers.1.self_attn.v_proj	1	self_attn.v_proj	213	1	0.0006636	0.0005357	0.807	'?\n'	0.07516	0.07507	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0416; '____' 0.00488->0.00486; '?' 0.00996->0.00994; '??' 0.0111->0.0111
layers.10.mlp.down_proj	10	mlp.down_proj	30	0.3477	0.000393	0.0003206	0.816	'?\n'	0.07516	0.07508	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0416; ' (' 0.00526->0.00525; '????' 0.00654->0.00652; '?' 0.00996->0.00996
layers.10.mlp.down_proj	10	mlp.down_proj	182	1	0.0003898	0.0003116	0.8	'?\n'	0.07516	0.07519	'?\n' 0.0752->0.0752; '?' 0.00996->0.00995; ' ' 0.0415->0.0415; '____' 0.00488->0.00487; '?\n' 0.00811->0.00811
layers.10.mlp.down_proj	10	mlp.down_proj	260	0.2012	0.0003791	0.0003044	0.803	'?\n'	0.07516	0.07514	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0415; '?' 0.00996->0.00996; '?\n' 0.00811->0.00812; '??' 0.0111->0.0111
layers.10.mlp.down_proj	10	mlp.down_proj	459	1	0.0003813	0.0003086	0.809	'?\n'	0.07516	0.07513	'?\n' 0.0752->0.0751; '?' 0.00996->0.00995; ' ' 0.0415->0.0415; '???' 0.00613->0.00613; '?\n' 0.00811->0.00812
layers.10.mlp.down_proj	10	mlp.down_proj	1010	0.01367	0.0003781	0.0003021	0.799	' -'	0.005999	0.005979	' -' 0.006->0.00598; '?\n' 0.0752->0.0752; '____' 0.00488->0.00487; '?' 0.00996->0.00996; '????' 0.00654->0.00654
layers.10.mlp.up_proj	10	mlp.up_proj	626	0.07422	0.0003868	0.0003132	0.81	'?\n'	0.07516	0.07512	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0415; '??' 0.0111->0.0112; ' -' 0.006->0.00599; '???' 0.00613->0.00613
layers.11.mlp.down_proj	11	mlp.down_proj	23	0.02734	0.0003697	0.0003012	0.815	'?'	0.009965	0.009952	'?' 0.00996->0.00995; ' ' 0.0415->0.0415; '____' 0.00488->0.00487; ' -' 0.006->0.00599; '???' 0.00613->0.00613
layers.11.mlp.down_proj	11	mlp.down_proj	569	0.02344	0.0003674	0.0002965	0.807	'?\n'	0.07516	0.07519	'?\n' 0.0752->0.0752; ' -' 0.006->0.00599; '?' 0.00996->0.00998; '??' 0.0111->0.0112; '____' 0.00488->0.00488
layers.11.mlp.down_proj	11	mlp.down_proj	618	0.8203	0.0003726	0.0003032	0.814	'?\n'	0.07516	0.07524	'?\n' 0.0752->0.0752; ' ' 0.0415->0.0416; '??' 0.0111->0.0112; '?\n' 0.00811->0.00812; '?' 0.00996->0.00996
layers.11.mlp.down_proj	11	mlp.down_proj	752	0.02734	0.0003722	0.0002996	0.805	'?\n'	0.07516	0.07523	'?\n' 0.0752->0.0752; ' ' 0.0415->0.0416; ' -' 0.006->0.00598; '____' 0.00488->0.00487; ' (' 0.00526->0.00526
layers.11.mlp.gate_proj	11	mlp.gate_proj	227	0.168	0.0003744	0.0003055	0.816	' '	0.04154	0.04156	' ' 0.0415->0.0416; '???' 0.00613->0.00614; '?\n' 0.0752->0.0752; '??' 0.0111->0.0112; '____' 0.00488->0.00488
layers.11.mlp.gate_proj	11	mlp.gate_proj	473	0.4141	0.0003713	0.0003053	0.822	' '	0.04154	0.04148	' ' 0.0415->0.0415; '?' 0.00996->0.00995; '____' 0.00488->0.00487; '?\n' 0.00811->0.00812; '?\n' 0.0752->0.0752
layers.11.mlp.up_proj	11	mlp.up_proj	335	0.04883	0.0003687	0.0003	0.814	'?\n'	0.07516	0.07504	'?\n' 0.0752->0.075; '____' 0.00488->0.00487; '??' 0.0111->0.0112; ' -' 0.006->0.00599; '???' 0.00613->0.00613
layers.11.mlp.up_proj	11	mlp.up_proj	639	0.1543	0.0003771	0.0003059	0.811	' '	0.04154	0.04156	' ' 0.0415->0.0416; '????' 0.00654->0.00654; '?' 0.00996->0.00996; '??' 0.0111->0.0111; '???' 0.00613->0.00613
layers.11.self_attn.o_proj	11	self_attn.o_proj	428	0.04492	0.0006065	0.0005442	0.897	' '	0.04154	0.04145	' ' 0.0415->0.0414; '____' 0.00488->0.0048; '?\n' 0.0752->0.0752; '?' 0.00996->0.0099; '?\n' 0.00811->0.00805
layers.12.mlp.down_proj	12	mlp.down_proj	382	0.05078	0.0003662	0.0002953	0.806	' '	0.04154	0.04158	' ' 0.0415->0.0416; '?\n' 0.0752->0.0752; '____' 0.00488->0.00487; '?' 0.00996->0.00995; '??' 0.0111->0.0111
layers.12.mlp.gate_proj	12	mlp.gate_proj	176	0.1641	0.0003598	0.0002874	0.799	'?\n'	0.07516	0.07514	'?\n' 0.0752->0.0751; '?' 0.00996->0.00995; ' ' 0.0415->0.0415; ' -' 0.006->0.00599; '??' 0.0111->0.0112
layers.12.mlp.gate_proj	12	mlp.gate_proj	234	1	0.0003551	0.0002862	0.806	'?\n'	0.07516	0.07507	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0416; '??' 0.0111->0.0111; ' (' 0.00526->0.00527; '????' 0.00654->0.00654
layers.13.mlp.down_proj	13	mlp.down_proj	211	0.07617	0.0003365	0.0002721	0.809	'?\n'	0.07516	0.07527	'?\n' 0.0752->0.0753; '?' 0.00996->0.00995; '????' 0.00654->0.00654; '?\n' 0.00811->0.00812; '??' 0.0111->0.0111
layers.13.mlp.down_proj	13	mlp.down_proj	226	0.416	0.0003453	0.000277	0.802	'?\n'	0.07516	0.07521	'?\n' 0.0752->0.0752; ' ' 0.0415->0.0415; '?' 0.00996->0.00995; '???' 0.00613->0.00614; '????' 0.00654->0.00654
layers.13.mlp.down_proj	13	mlp.down_proj	353	1	0.0003421	0.000275	0.804	'?\n'	0.07516	0.07513	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0415; '?' 0.00996->0.00995; ' -' 0.006->0.00599; '??' 0.0111->0.0111
layers.13.mlp.down_proj	13	mlp.down_proj	553	0.0293	0.0003452	0.000281	0.814	'?\n'	0.07516	0.07522	'?\n' 0.0752->0.0752; ' ' 0.0415->0.0416; '??' 0.0111->0.0111; '?\n' 0.00811->0.00812; '____' 0.00488->0.00488
layers.13.mlp.gate_proj	13	mlp.gate_proj	571	0.3984	0.0003464	0.0002781	0.803	' '	0.04154	0.04156	' ' 0.0415->0.0416; '?\n' 0.0752->0.0751; '??' 0.0111->0.0111; ' -' 0.006->0.00601; '?\n' 0.00811->0.00812
layers.13.mlp.gate_proj	13	mlp.gate_proj	761	0.1445	0.000343	0.0002758	0.804	' '	0.04154	0.04151	' ' 0.0415->0.0415; '?\n' 0.00811->0.0081; '?\n' 0.0752->0.0752; '???' 0.00613->0.00614; '????' 0.00654->0.00654
layers.13.mlp.up_proj	13	mlp.up_proj	142	0.04102	0.0003394	0.0002714	0.8	'____'	0.004883	0.004873	'____' 0.00488->0.00487; '???' 0.00613->0.00614; '?' 0.00996->0.00996; ' -' 0.006->0.00601; '?\n' 0.0752->0.0752
layers.13.mlp.up_proj	13	mlp.up_proj	367	0.03125	0.0003419	0.0002751	0.805	'?\n'	0.07516	0.07515	'?\n' 0.0752->0.0751; '____' 0.00488->0.00487; '?' 0.00996->0.00996; '?\n' 0.00811->0.00812; ' (' 0.00526->0.00527
layers.13.mlp.up_proj	13	mlp.up_proj	571	0.0293	0.0003443	0.0002757	0.801	'?\n'	0.07516	0.07511	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0416; '????' 0.00654->0.00654; '?\n' 0.00811->0.0081; ' (' 0.00526->0.00526
layers.13.mlp.up_proj	13	mlp.up_proj	775	0.01172	0.0003417	0.0002721	0.796	'?\n'	0.07516	0.07521	'?\n' 0.0752->0.0752; '____' 0.00488->0.00487; '????' 0.00654->0.00654; '???' 0.00613->0.00613; ' (' 0.00526->0.00526
layers.13.mlp.up_proj	13	mlp.up_proj	825	0.02539	0.0003403	0.0002749	0.808	'?\n'	0.07516	0.07519	'?\n' 0.0752->0.0752; ' ' 0.0415->0.0415; ' -' 0.006->0.00598; '?\n' 0.00811->0.00812; '?' 0.00996->0.00995
layers.14.mlp.down_proj	14	mlp.down_proj	233	0.07422	0.0003273	0.0002633	0.804	'?\n'	0.07516	0.07515	'?\n' 0.0752->0.0751; '?' 0.00996->0.00995; '???' 0.00613->0.00613; ' -' 0.006->0.00599; ' ' 0.0415->0.0415
layers.14.mlp.down_proj	14	mlp.down_proj	465	0.08594	0.0003329	0.0002732	0.821	'?\n'	0.07516	0.07515	'?\n' 0.0752->0.0752; '____' 0.00488->0.00487; '?' 0.00996->0.00996; ' (' 0.00526->0.00526; '??' 0.0111->0.0111
layers.14.mlp.up_proj	14	mlp.up_proj	547	0.1875	0.0003333	0.0002681	0.804	'?\n'	0.07516	0.0752	'?\n' 0.0752->0.0752; ' ' 0.0415->0.0415; '?' 0.00996->0.00995; '?\n' 0.00811->0.0081; ' (' 0.00526->0.00526
layers.15.mlp.gate_proj	15	mlp.gate_proj	149	0.2734	0.0003205	0.0002569	0.802	'?\n'	0.07516	0.07521	'?\n' 0.0752->0.0752; ' ' 0.0415->0.0415; '____' 0.00488->0.00487; '?' 0.00996->0.00996; ' -' 0.006->0.006
layers.15.mlp.gate_proj	15	mlp.gate_proj	367	1	0.0003191	0.0002587	0.811	' '	0.04154	0.04155	' ' 0.0415->0.0416; '?\n' 0.0752->0.0752; '????' 0.00654->0.00654; '??' 0.0111->0.0111; '?\n' 0.00811->0.00812
layers.16.mlp.down_proj	16	mlp.down_proj	86	0.01562	0.0004206	0.0003592	0.854	' '	0.04154	0.04145	' ' 0.0415->0.0414; '?\n' 0.0752->0.0751; '?\n' 0.00811->0.00815; '____' 0.00488->0.00485; '???' 0.00613->0.00614
layers.16.self_attn.o_proj	16	self_attn.o_proj	194	0.03711	0.0003071	0.0002473	0.806	'?\n'	0.07516	0.0752	'?\n' 0.0752->0.0752; ' ' 0.0415->0.0415; '____' 0.00488->0.00487; ' -' 0.006->0.00599; '?' 0.00996->0.00996
layers.16.self_attn.o_proj	16	self_attn.o_proj	463	0.8516	0.0003094	0.0002462	0.796	'?'	0.009965	0.009946	'?' 0.00996->0.00995; '????' 0.00654->0.00655; ' ' 0.0415->0.0415; ' -' 0.006->0.00599; '???' 0.00613->0.00614
layers.17.mlp.down_proj	17	mlp.down_proj	45	0.7031	0.0002954	0.0002375	0.804	'?\n'	0.07516	0.07524	'?\n' 0.0752->0.0752; '____' 0.00488->0.00487; '?' 0.00996->0.00995; ' -' 0.006->0.00599; ' (' 0.00526->0.00526
layers.17.mlp.down_proj	17	mlp.down_proj	64	0.8984	0.0002933	0.0002342	0.799	' '	0.04154	0.0415	' ' 0.0415->0.0415; '?\n' 0.0752->0.0752; '?' 0.00996->0.00995; '____' 0.00488->0.00487; ' -' 0.006->0.00599
layers.17.mlp.down_proj	17	mlp.down_proj	74	0.9102	0.000295	0.0002381	0.807	'?\n'	0.07516	0.0752	'?\n' 0.0752->0.0752; ' ' 0.0415->0.0416; '?' 0.00996->0.00995; '____' 0.00488->0.00487; '?\n' 0.00811->0.00812
layers.17.mlp.down_proj	17	mlp.down_proj	131	0.3008	0.0003022	0.000244	0.807	' '	0.04154	0.04157	' ' 0.0415->0.0416; '?\n' 0.0752->0.0752; '____' 0.00488->0.00487; '??' 0.0111->0.0111; '???' 0.00613->0.00614
layers.17.mlp.up_proj	17	mlp.up_proj	498	0.9805	0.0003058	0.0002463	0.805	'?\n'	0.07516	0.07513	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0416; '?' 0.00996->0.00995; '____' 0.00488->0.00488; '????' 0.00654->0.00654
layers.17.mlp.up_proj	17	mlp.up_proj	766	0.8672	0.0002999	0.0002438	0.813	'?\n'	0.07516	0.07511	'?\n' 0.0752->0.0751; '?' 0.00996->0.00994; '____' 0.00488->0.00487; '??' 0.0111->0.0111; '???' 0.00613->0.00613
layers.17.self_attn.o_proj	17	self_attn.o_proj	126	0.7734	0.0003024	0.0002444	0.808	'____'	0.004883	0.004867	'____' 0.00488->0.00487; ' ' 0.0415->0.0415; '??' 0.0111->0.0112; ' (' 0.00526->0.00525; '?\n' 0.0752->0.0752
layers.17.self_attn.o_proj	17	self_attn.o_proj	236	0.2773	0.0002946	0.0002379	0.807	'?\n'	0.07516	0.07513	'?\n' 0.0752->0.0751; '?' 0.00996->0.00995; '____' 0.00488->0.00487; ' ' 0.0415->0.0415; '???' 0.00613->0.00613
layers.18.mlp.down_proj	18	mlp.down_proj	20	0.03125	0.0003333	0.000269	0.807	' '	0.04154	0.04161	' ' 0.0415->0.0416; ' (' 0.00526->0.00529; '+' 0.00156->0.00154; '????' 0.00654->0.00655; '???' 0.00613->0.00614
layers.18.mlp.down_proj	18	mlp.down_proj	353	1	0.0002863	0.0002305	0.805	'?'	0.009965	0.009941	'?' 0.00996->0.00994; '?\n' 0.00811->0.0081; '____' 0.00488->0.00488; ' (' 0.00526->0.00526; '?\n' 0.0752->0.0752
layers.18.mlp.down_proj	18	mlp.down_proj	730	0.3125	0.0002901	0.0002323	0.801	' '	0.04154	0.0415	' ' 0.0415->0.0415; '?\n' 0.0752->0.0751; ' -' 0.006->0.00598; '____' 0.00488->0.00488; '?' 0.00996->0.00996
layers.18.mlp.down_proj	18	mlp.down_proj	1011	1	0.000287	0.000232	0.808	'?\n'	0.07516	0.07513	'?\n' 0.0752->0.0751; '?' 0.00996->0.00995; ' ' 0.0415->0.0415; '____' 0.00488->0.00487; '??' 0.0111->0.0111
layers.18.self_attn.o_proj	18	self_attn.o_proj	234	0.01367	0.0003003	0.0002413	0.804	'?\n'	0.07516	0.07505	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0415; '?' 0.00996->0.00995; '???' 0.00613->0.00614; '____' 0.00488->0.00488
layers.18.self_attn.o_proj	18	self_attn.o_proj	387	0.01562	0.0002953	0.0002384	0.807	'____'	0.004883	0.004871	'____' 0.00488->0.00487; '?' 0.00996->0.00995; ' ' 0.0415->0.0415; '????' 0.00654->0.00654; '???' 0.00613->0.00613
layers.18.self_attn.o_proj	18	self_attn.o_proj	486	0.125	0.0002984	0.0002364	0.792	'?\n'	0.07516	0.07521	'?\n' 0.0752->0.0752; ' ' 0.0415->0.0415; '?' 0.00996->0.00995; '??' 0.0111->0.0112; '????' 0.00654->0.00655
layers.18.self_attn.v_proj	18	self_attn.v_proj	7	0.8828	0.0002953	0.0002382	0.807	'?\n'	0.07516	0.0751	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0416; '____' 0.00488->0.00487; '?' 0.00996->0.00995; '???' 0.00613->0.00613
layers.19.mlp.down_proj	19	mlp.down_proj	183	0.05078	0.0003157	0.0002553	0.809	'?\n'	0.07516	0.07531	'?\n' 0.0752->0.0753; ' ' 0.0415->0.0415; '???' 0.00613->0.00615; '?' 0.00996->0.00994; '????' 0.00654->0.00655
layers.19.mlp.down_proj	19	mlp.down_proj	255	0.7383	0.0002849	0.000229	0.804	' '	0.04154	0.04155	' ' 0.0415->0.0416; '?\n' 0.0752->0.0751; '?\n' 0.00811->0.00812; '____' 0.00488->0.00488; '???' 0.00613->0.00614
layers.19.mlp.down_proj	19	mlp.down_proj	326	1	0.000287	0.000232	0.808	'?\n'	0.07516	0.0752	'?\n' 0.0752->0.0752; '?' 0.00996->0.00995; '????' 0.00654->0.00654; ' -' 0.006->0.00599; '____' 0.00488->0.00488
layers.19.mlp.down_proj	19	mlp.down_proj	397	0.1738	0.0002882	0.000232	0.805	' '	0.04154	0.0415	' ' 0.0415->0.0415; ' -' 0.006->0.00599; '?\n' 0.0752->0.0752; '____' 0.00488->0.00488; ' (' 0.00526->0.00526
layers.19.mlp.down_proj	19	mlp.down_proj	485	1	0.0002921	0.0002375	0.813	' '	0.04154	0.04151	' ' 0.0415->0.0415; '?' 0.00996->0.00995; '?\n' 0.00811->0.00812; '?\n' 0.0752->0.0752; '????' 0.00654->0.00654
layers.19.mlp.down_proj	19	mlp.down_proj	895	0.1289	0.0002879	0.0002344	0.814	'?\n'	0.07516	0.07521	'?\n' 0.0752->0.0752; ' ' 0.0415->0.0415; '?' 0.00996->0.00995; '____' 0.00488->0.00487; '\xa0' 0.00164->0.00163
layers.19.mlp.up_proj	19	mlp.up_proj	106	0.0625	0.0003129	0.0002522	0.806	'?\n'	0.07516	0.07524	'?\n' 0.0752->0.0752; ' ' 0.0415->0.0415; '____' 0.00488->0.00486; '????' 0.00654->0.00655; '???' 0.00613->0.00614
layers.2.mlp.down_proj	2	mlp.down_proj	490	0.0918	0.0005304	0.0004314	0.813	' '	0.04154	0.04161	' ' 0.0415->0.0416; '?\n' 0.0752->0.0751; ' -' 0.006->0.00598; '____' 0.00488->0.00487; '?' 0.00996->0.00995
layers.2.mlp.gate_proj	2	mlp.gate_proj	487	0.1758	0.0005179	0.0004327	0.836	'?\n'	0.07516	0.07508	'?\n' 0.0752->0.0751; ' -' 0.006->0.00597; '____' 0.00488->0.00487; ' ' 0.0415->0.0415; '+' 0.00156->0.00155
layers.2.mlp.up_proj	2	mlp.up_proj	320	0.01758	0.0005477	0.000445	0.813	'?\n'	0.07516	0.07501	'?\n' 0.0752->0.075; '?' 0.00996->0.00993; '?\n' 0.00811->0.00809; '____' 0.00488->0.00486; ' ' 0.0415->0.0416
layers.2.self_attn.k_proj	2	self_attn.k_proj	80	0.1328	0.0005291	0.0004351	0.822	'?\n'	0.07516	0.07511	'?\n' 0.0752->0.0751; '____' 0.00488->0.00486; '?' 0.00996->0.00995; ' -' 0.006->0.00599; ' ' 0.0415->0.0415
layers.20.mlp.down_proj	20	mlp.down_proj	579	1	0.0002784	0.000222	0.797	'?\n'	0.07516	0.07507	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0416; '?' 0.00996->0.00995; '??' 0.0111->0.0112; '????' 0.00654->0.00654
layers.20.mlp.down_proj	20	mlp.down_proj	833	1	0.0002779	0.000227	0.817	' '	0.04154	0.0416	' ' 0.0415->0.0416; '?\n' 0.0752->0.0751; '?' 0.00996->0.00995; '____' 0.00488->0.00487; '??' 0.0111->0.0111
layers.20.mlp.gate_proj	20	mlp.gate_proj	21	0.07031	0.0002875	0.0002272	0.79	'?\n'	0.07516	0.07523	'?\n' 0.0752->0.0752; ' ' 0.0415->0.0415; '?' 0.00996->0.00995; '____' 0.00488->0.00488; '???' 0.00613->0.00613
layers.20.self_attn.o_proj	20	self_attn.o_proj	273	0.5625	0.0002806	0.0002285	0.814	'?\n'	0.07516	0.07512	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0416; '?' 0.00996->0.00995; '____' 0.00488->0.00487; '???' 0.00613->0.00613
layers.21.mlp.down_proj	21	mlp.down_proj	254	0.02539	0.0002765	0.0002232	0.807	'?\n'	0.07516	0.07513	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0415; '____' 0.00488->0.00487; '?' 0.00996->0.00996; '?\n' 0.00811->0.0081
layers.21.mlp.down_proj	21	mlp.down_proj	268	0.375	0.0002763	0.0002205	0.798	'?\n'	0.07516	0.07514	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0416; '____' 0.00488->0.00488; ' -' 0.006->0.006; '??' 0.0111->0.0111
layers.21.mlp.down_proj	21	mlp.down_proj	312	1	0.0002681	0.0002187	0.816	'?\n'	0.07516	0.07514	'?\n' 0.0752->0.0751; '____' 0.00488->0.00487; '?' 0.00996->0.00996; '??' 0.0111->0.0111; '????' 0.00654->0.00654
layers.21.mlp.down_proj	21	mlp.down_proj	321	0.02344	0.0002788	0.0002256	0.809	' -'	0.005999	0.005975	' -' 0.006->0.00597; '????' 0.00654->0.00655; ' ' 0.0415->0.0416; '???' 0.00613->0.00614; '?\n' 0.0752->0.0752
layers.21.mlp.down_proj	21	mlp.down_proj	474	0.09766	0.0002727	0.0002206	0.809	' '	0.04154	0.04158	' ' 0.0415->0.0416; '?\n' 0.0752->0.0752; '?' 0.00996->0.00998; '____' 0.00488->0.00488; '???' 0.00613->0.00613
layers.21.mlp.down_proj	21	mlp.down_proj	581	0.9648	0.0002691	0.0002186	0.812	' '	0.04154	0.04158	' ' 0.0415->0.0416; '?\n' 0.0752->0.0752; '??' 0.0111->0.0112; '????' 0.00654->0.00654; ' -' 0.006->0.00601
layers.21.mlp.gate_proj	21	mlp.gate_proj	900	1	0.0002756	0.0002249	0.816	'?\n'	0.07516	0.0751	'?\n' 0.0752->0.0751; '??' 0.0111->0.0111; '?' 0.00996->0.00995; '?\n' 0.00811->0.00811; '____' 0.00488->0.00488
layers.21.self_attn.o_proj	21	self_attn.o_proj	7	1	0.0002755	0.0002219	0.805	' '	0.04154	0.04149	' ' 0.0415->0.0415; '??' 0.0111->0.0111; '?\n' 0.0752->0.0751; '____' 0.00488->0.00487; ' (' 0.00526->0.00526
layers.21.self_attn.q_proj	21	self_attn.q_proj	116	0.123	0.0002785	0.0002246	0.806	'?\n'	0.07516	0.07511	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0415; '?' 0.00996->0.00995; '____' 0.00488->0.00488; ' (' 0.00526->0.00526
layers.22.mlp.down_proj	22	mlp.down_proj	47	1	0.0002662	0.0002143	0.805	'?\n'	0.07516	0.07514	'?\n' 0.0752->0.0751; '?\n' 0.00811->0.00812; ' -' 0.006->0.00599; ' ' 0.0415->0.0415; '??' 0.0111->0.0111
layers.22.mlp.down_proj	22	mlp.down_proj	54	1	0.0002673	0.0002152	0.805	'?\n'	0.07516	0.07518	'?\n' 0.0752->0.0752; '?\n' 0.00811->0.00813; ' ' 0.0415->0.0415; '____' 0.00488->0.00488; '?' 0.00996->0.00996
layers.22.mlp.down_proj	22	mlp.down_proj	270	0.05078	0.0002664	0.0002144	0.805	'?\n'	0.07516	0.07512	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0416; '____' 0.00488->0.00488; '?' 0.00996->0.00997; '??' 0.0111->0.0111
layers.22.self_attn.o_proj	22	self_attn.o_proj	46	0.1152	0.0002705	0.0002192	0.81	' '	0.04154	0.04152	' ' 0.0415->0.0415; '??' 0.0111->0.0111; '____' 0.00488->0.00488; '?' 0.00996->0.00996; '???' 0.00613->0.00613
layers.22.self_attn.o_proj	22	self_attn.o_proj	52	0.02539	0.0002688	0.0002189	0.814	'?\n'	0.07516	0.07512	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0415; '____' 0.00488->0.00487; ' -' 0.006->0.00601; '?' 0.00996->0.00996
layers.22.self_attn.o_proj	22	self_attn.o_proj	69	0.1719	0.0002664	0.0002153	0.808	' '	0.04154	0.04149	' ' 0.0415->0.0415; '?' 0.00996->0.00995; '?\n' 0.00811->0.00812; ' (' 0.00526->0.00526; '??' 0.0111->0.0111
layers.22.self_attn.o_proj	22	self_attn.o_proj	124	1	0.0002675	0.0002168	0.81	' '	0.04154	0.04149	' ' 0.0415->0.0415; '?\n' 0.0752->0.0752; '??' 0.0111->0.0111; '????' 0.00654->0.00654; '____' 0.00488->0.00488
layers.22.self_attn.o_proj	22	self_attn.o_proj	134	0.2109	0.0002656	0.0002157	0.812	'?\n'	0.07516	0.07513	'?\n' 0.0752->0.0751; ' ' 0.0415->0.0415; '??' 0.0111->0.0111; '?\n' 0.00811->0.00811; '____' 0.00488->0.00488
layers.22.self_attn.o_proj	22	self_attn.o_proj	164	0.3262	0.0002705	0.000217	0.802	' '	0.04154	0.04157	' ' 0.0415->0.0416; '?\n' 0.0752->0.0751; '?' 0.00996->0.00995; '____' 0.00488->0.00487; '??' 0.0111->0.0111
layers.22.self_attn.o_proj	22	self_attn.o_proj	283	0.1523	0.0002678	0.0002153	0.804	'?\n'	0.07516	0.07524	'?\n' 0.0752->0.0752; '?' 0.00996->0.00995; ' ' 0.0415->0.0415; '____' 0.00488->0.00488; '?\n' 0.00811->0.00812
layers.22.self_attn.o_proj	22	self_attn.o_proj	298	0.08789	0.0002649	0.0002151	0.812	' '	0.04154	0.04157	' ' 0.0415->0.0416; '?\n' 0.0752->0.0752; '?' 0.00996->0.00995; '____' 0.00488->0.00487; '????' 0.00654->0.00654
layers.22.self_attn.o_proj	22	self_attn.o_proj	310	0.0918	0.0002662	0.0002151	0.808	' '	0.04154	0.04147	' ' 0.0415->0.0415; '?\n' 0.0752->0.0752; '?' 0.00996->0.00995; '?\n' 0.00811->0.0081; ' (' 0.00526->0.00526
layers.22.self_attn.o_proj	22	self_attn.o_proj	343	0.07617	0.0002679	0.0002157	0.805	'?\n'	0.07516	0.07519	'?\n' 0.0752->0.0752; '?' 0.00996->0.00995; '???' 0.00613->0.00614; '____' 0.00488->0.00488; '??' 0.0111->0.0111
